,advertiser,industry,job_category,job_description,job_title,job_type,link,location,posting_date,search_word,sub_location,salary_cleaned,job_categorised,industry_categorised
296,Billigence,Information & Communication Technology,Business/Systems Analysts,"About us  Passionate about integrity and excellence, Billigence, delivers market-leading Business Intelligence (Big Data, Machine Learning and Natural Language Processing), CRM and Digital Media solutions through a talented        team of skilled professionals. Billigence's principal consultants are some of the most sought after experts in their respective disciplines. We deliver efficient and adaptive integrated solutions, consistently exceeding our clients' expectations        as we focus on customer centricity throughout our delivery. Billigence’s agile approach enables fast paced delivery utilizing the key partners solutions.  Headquartered in Sydney, Australia, and with offices in London, Prague, Singapore,        Billigence has a growing customer base of large corporations across a variety of industries.  Billigence partners with leading edge Business Intelligence and CRM vendors Tableau, Alteryx, Keboola, Snowflake, Cloudera and Salesforce.          ICT Business Analyst  Reporting to the group CTO, you will be part of our international and growing team who is specialising in Business Intelligence Tools. As the ICT Business        analyst ,you will be in charge of identifying and communicating with users to formulate and produce a requirements specification to create system and software solutions   Key responsibilities Conduct business requirements gathering workshops, create user and training documentationWhere necessary design and develop as-is and to-be business process maps, in conjunction with the business subject matter expertsProvide support and guidance as appropriate to members of the project teamReport on status, issues and risks as requiredAct as a central reference and information source, providing guidance and assistance in the resolution of issues within the project to contribute to the overall solutionEnsuring technologies are used efficiently, profitably and securelyEvaluating, developing, planning and implementing new systems and infrastructureAnalysing the business requirements to determine their technology needsDiscover and implement new technologies that yield competitive advantageSupervise, create and manage a system test infrastructure to ensure functionality and efficiencyDevelop and implement a detailed project management plan to track progressBuild quality assurance and data protection processesUse stakeholders’ feedback to inform necessary improvements and adjustments to technology Key requirements  You are:Passionate about solving problems and a good listener.You can demonstrate understanding our clients’ needs and deliver solutions in new and innovative ways.Well versed in BI.Experienced in analytics, data, business intelligence, visualisations and information management.Adaptable and self-motivated, you thrive on a challenge.You can 'talk tech' when needed but equally engage with C-level executives.Quick learner. Willingness to learn and stay up to date with the latest BI platforms and technologies.  You have:Outstanding communication and presentation skillsExperience in technical and solution deliveryKnowledge of and experience in the latest Data Self-service, Big Data and Machine Learning software (latest Europe trends).Experience in analysing data to draw business-relevant conclusions and in data visualisation techniques and toolsAbility to conduct technological analysis and researchExperience in analysis, implementation and evaluation of ICT systems and their specificationsKnowledge of and experience with the following technologies: Tableau, Snowflake         Please note: Only successful applicants will be contacted. ",ICT Business Analyst | Global IT consulting organisation | BI,Full Time,https://www.seek.com.au/job/38986221?type=standard&searchrequesttoken=32307879-be84-4a94-bf0d-8239d3f30c7a,Sydney,9 May 2019,research scientist,,84000.0,business intelligence,technology
297,Bluefin Resources Pty Limited,Banking & Financial Services,Stockbroking & Trading,"Trade behaviour analyticsFinancial markets risk - FX, Interest Rates, Commodities (Options/Futures)Attractive Remuneration Package + Great Bonus PotentialA unique opportunity has transpired for a quantitative analyst or data scientist who is into financial markets risk analytics. This is a unique opportunity, which combines data science, financial markets risk, and compliance. My client is looking          to hire an experienced data scientist or quantitative analyst/developer to develop data science tools and provide insights for futures trading strategies.We are keen to speak to candidates who have a demonstrated track record of providing data capabilities as well developing and maintaining quantitative libraries. Experience using machine learning methods would highly advantageous. The key responsibilities          includeProvide data driven insights and tools for front office trading behavioural analyticsDevelop, monitor and maintain controls and ensure that financial markets trading is in accordance with global regulatory conditions.Design prototyped trading toolsMining large databases or market and client data to improve profitabilityWe are only seeking candidates with a minimum of 3 years of experience who have worked in data science/machine learning areas which can include robotics, quantitative development, engineering (mechanical, electrical, computer etc). Candidates          must come from a financial markets background, either front office, treasury or markets risk. Ideally candidates with haveStrong programming skills in either Python, Maltab or C++. We are open to candidates from any OOP programming background however the role will mainly use Python.Strong financial markets experience from any asset classes but preferably rates, FX, fixed income or commodities (options and futures).Strong data analytics/machine learning experienceKnowledge of SQL is imperative. Understanding or experience in Kdb/Q and NoSQL would be great but not essential.Excellent communication skills. Must be able to work with front office stakeholders.For more information please contact Maria Shevelev at Bluefin Resources on 02 9270 2612IMPORTANT: By submitting your email address and any other personal information when you APPLY to a job, you consent to such information being collected, held, used and disclosed in accordance with our COLLECTIONS NOTICE and PRIVACY POLICY.http://www.bluefinresources.com.au/privacy-policy",Data Scientist - Financial Markets ,Full Time,https://www.seek.com.au/job/38908453?type=standard&searchrequesttoken=32307879-be84-4a94-bf0d-8239d3f30c7a,Sydney,30 Apr 2019,research scientist,"CBD, Inner West & Eastern Suburbs",150000.0,data scientist,finance
298,Peoplebank Australia NSW,Information & Communication Technology,Engineering - Network,"One of our clients is looking for an Engineer - Palo Alto and Checkpoint, initial 6 month contract based in Sydney CBD.The scope of the project is to migrate users from Cisco IronPort to Palo Alto - Web Filtering Skills Required:Gather and document business requirements (functional and non-functional), business rules, policies and configuration, in consultation with end usersImplement/turn on under-utilised functionality in the Palo Alto web filtering solutionAdopt/transition to applications-based rules (App-ID), Enable greater utilisation of User-ID, Enable WildFire functionality, Dynamic analysis, Static analysis, Machine learning, Bare metal analysis, Enable DNS SecurityUndertake the required reconfiguration of the Palo Alto web filtering solution based on the business requirementsConduct extensive testing/piloting to ensure that the solution meets business requirements including testing all applications with direct web access to ensure they continue to functionMigrate users to the Palo Alto web filtering solutionRe-test and confirm a successful migration, Transition to support, Decommission Cisco IronPort.To indicate your interest ‘Apply Now’Shortlisted candidates will be contacted to discuss the role in detail",Engineer - Palo Alto/ Checkpoint,Contract/Temp,https://www.seek.com.au/job/38987037?type=standout&searchrequesttoken=32307879-be84-4a94-bf0d-8239d3f30c7a,Sydney,9 May 2019,research scientist,"CBD, Inner West & Eastern Suburbs",188500.0,data engineer,technology
299,Bluefin Resources Pty Limited,Banking & Financial Services,Stockbroking & Trading,"Specialist Quantitative Research - PhD ResearchHigh Performance Computing C++ - Statistical ArbitrageSydney LocationCompetitive Salary Package + IncentivesUnique opportunities have transpired for experienced data scientists to work for a global proprietary trading firm within their specialist statistical arbitrage team. With an outstanding presence in Asia Pacific, Europe and the US my client boosts          an impressive team of dedicated quantitative traders, analysts, developers and computational scientists.Headquartered in Hong Kong, the statistical arbitrage division has rapidly expanded with the intention of continually evolving their trading strategies in Asia Pacific. To ensure this growth we are seeking data scientists with demonstrated experience          applying machine learning techniques as well as quantitative development tools (namely Python or C++).The machine learning techniques will be used to develop new trading strategies and calibrated through OO programming. Preferably these strategies will be developed using either Bayesian inference, neural networks, random forest, support vector          machines, projection pursuit, multivariate adaptive regression splines, hidden markov models, adaptive boosting or radial basis function networks.We are interested in speaking to candidates from a variety of fields such as medicine, research and development, I.T and engineering, e-commerce, finance or banking. Previous experience in a trading environment is not essential, however strong          programming skills in either C++ or Python is a prerequisite.To be considered for the role we are seeking candidates withExperience applying machine learning techniquesStrong programming skills, either Python or C++Keen interest in financial markets and tradingPost graduate qualification (either Masters or PhD) from a quantitative discipline such as computer science, mathematics, statistic or engineering.For more information, please contact Maria Shevelev at Bluefin Resources on 02 9270 2612IMPORTANT: By submitting your email address and any other personal information when you APPLY to a job, you consent to such information being collected, held, used and disclosed in accordance with our COLLECTIONS NOTICE and PRIVACY POLICY.http://www.bluefinresources.com.au/privacy-policy",Senior Quant Researcher - Data Scientist,Full Time,https://www.seek.com.au/job/38893158?type=standard&searchrequesttoken=32307879-be84-4a94-bf0d-8239d3f30c7a,Sydney,29 Apr 2019,research scientist,"CBD, Inner West & Eastern Suburbs",200000.0,seinor data scientist,finance
300,T+O+M Executive,Information & Communication Technology,Other,"This leading financial services organisationhas been expanding its data science capabilities across their key business units, born by a significant investment in to their big data technology and capabilities.Now that analytics and          customer interactions are at the centre of the businesses strategic direction, there is a genuine excitement for what can be achieved and the impact the team / individual can have on the group.Responsibilities will include:Plan and design advanced data engineering projects and work with the business to develop commercial and actionable outcomesRedesign and rebuild the teams advanced analytics toolsAnalyse, interpret and present customer data insights back to the businessWork with the marketing and productteams on planning and executing their strategiesBuild on an develop your machine learning skillsThis is a highly visible role where you will be working within a newly established and growing team.This is also a great opportunity for commercial Data Engineer's who'vebeen working with analytics teams and are lookingto becomea Data Scientist.Strong technical skills (e.g.R, Python, SQL, Hadoop, Spark...) area          must to be considered.Please send your resume to jeremy.taylor@tomexecutive.com if you would like to discuss this exciting opportunity further.",Data Scientist (Data Engineer),Full Time,https://www.seek.com.au/job/38989654?type=standard&searchrequesttoken=32307879-be84-4a94-bf0d-8239d3f30c7a,Sydney,10 May 2019,research scientist,"CBD, Inner West & Eastern Suburbs",120000.0,data scientist,technology
301,Sirius Technology Sydney part of Sirius People Pty Ltd,Information & Communication Technology,Other,"2-months contract with a view to extendTechnical hands-on role - Sydney CBDOpportunity to work in cloud-based analytics environmentThe Role:This is a very agile and fast-paced role. You will also be exposed to opportunity to work on multiple projects at the same time.You will be working closely with both internal and external clients in gathering requirements, building compelling analytical solutions.You will be supporting through an end-to-end data science projects right from refining the databases, building dashboards for reporting purposes and developing predictive models.Key responsibilities:Deliver data analytics solutions to clients that are aligned to industry best practices and provide thought leadership in the advanced analytics spaceGather models’ requirements, design experiments and analyses, query and manipulate data, build and deploy predictive models and interpret the outcomes for consumption by client leadershipProvide support in refining, optimising and testing attribution models for clientsHelp external clients to optimise and make sense of data by participating in developing dashboardsLead and support the team in setting up cloud based analytics platform to enable data flow from variety data sources.Develop and design predictive models where necessaryEssential Skillset:Bachelor’s degree in Economics, Finance, Mathematics or Quantitative disciplinesMinimum 3 years of experience in data analyst role with a proven commercial exposure to building predictive models - preferably with consulting backgroundExposure to cloud - AWS, Azure OR Google CloudSolid technical background in R, Python, SQL , etcMachine learning techniques - this is a must-have skillsetVisualisation tools - Power BI, TableauExcellent communication skills - both verbal and writtenProven stakeholder engagement skillsApply now if you looking for a fast-paced and challenging role. Fei Wong 02 9270 5292 / fwong@siriustechnology.com.au ",Data Science Consultant,Contract/Temp,https://www.seek.com.au/job/39009728?type=standard&searchrequesttoken=d98ed61b-d435-4de0-b629-eca0a5f1aaea,Sydney,13 May 2019,research scientist,"CBD, Inner West & Eastern Suburbs",208000.0,data scientist,technology
302,Halcyon Knights Pty Ltd,Information & Communication Technology,Engineering - Software,"About the CompanyThis Innovation Lab slots neatly into one of the Big Four consultancies, blending the opportunity to work for a hugely successful global organization with the chance to join a highly skilled tight-knit team. Together you will be working on developing cutting-edge, new-generation products that will solve problems for market leading financial services clients across the globe.About the RoleYou will specialize in building custom products that will change the way the world’s largest organizations set their teams to workProviding automation solutions that apply Artificial Intelligence and Machine Learning to state of the art web-based applicationsDesign and implement new user-facing featuresBuild libraries and frameworksAbout YouReady to challenge the status quo, innovate and implement changes that users loveExperience with web technologies - object-orientated JavaScript, HTML, CSSHands-on commercial experience with Node.JS is essentialMongoDB, SQL, AWS and AngularJS / React is beneficialWhy Work Here?Join a creative and collaborative team that delivers meaningful outcomes on a global scaleUltimate flexibility, decide your own calendar and contact hoursGrow your skills through a dedicated L&D budgetWork alongside industry leading professionalsIf you have any questions or require more information please reach out to jakem@halcyonknights.com.auFor other exciting job opportunities and to keep up-to-date with the IT world, please 'Follow' Halcyon Knights on LinkedIn @ www.linkedin.com/company/halcyon-knights.",Full Stack Developer,Full Time,https://www.seek.com.au/job/38985769?type=standout&searchrequesttoken=d98ed61b-d435-4de0-b629-eca0a5f1aaea,Sydney,9 May 2019,research scientist,"CBD, Inner West & Eastern Suburbs",100000.0,data analyst,technology
303,Morgan McKinley,Information & Communication Technology,Developers/Programmers,"A leading Australian organisation are looking to hire a motivated, talented and personable professional within their modelling team. Boasting state of the art offices in Sydney, our client is a recognised market leader in the finance industry who has a proven track record of supporting quality corporate social responsibility campaigns. This role requires a enthusiastic and innovative individual who thrives on delivering and presenting appealing predictive models to senior stakeholders. You will receive guidance and active career encouragement in your day to day role as well as the opportunity to liaise with internal clients. Your role will be to work as an active member in a dynamic team environment where you will receive a myriad of attractive benefits.Responsibilities:Work within a forward thinking team to extract data from internal databases and warehousesProduce and deliver predictive models by optimising the use of different tool sets and modelsSegment customers based on certain attributes/behaviourMake use of project management resources such as time recording systemsCreate presentations that will deliver insight to the rest of the team and the end clientEngage with key stakeholders to ensure they have a clear vision of what the created model will do for them, and what decisions they need to make as a result of the modelThe right candidate will:Possess strong statistical modelling skills and be able to synthesise big dataHave a minimum of 3 years experience using Hadoop/Spark/R/PythonDesire to enhance pre-existing skills in areas such as machine learning and quantitative decision makingBe a strong and confident communicator who can simplify complex models to stakeholdersHave motivation to continually learn new skills both for personal advantage and to add value to the companyWork collaboratively and efficiently in a tight-knit teamBenefits Include:Highly competitive remunerationOpportunities to engage in further learning and career planning toolsFlexible working spacesPaid volunteer leave and secondments for community workTo be part of one of the fastest growing financial services companies in the Sydney, working in a fast paced, dynamic, fun and friendly environment - with ambitious plans. Please apply immediately with an up to date CV. Alternatively to hear more please get in touch Leon on (02) 8986 3147 or lyoung@morganmckinley.comSK920800AMorgan McKinley is acting as an Employment Agency in relation to this vacancy.",Data Scientist - Top ASX company,Full Time,https://www.seek.com.au/job/38897424?type=standout&searchrequesttoken=d98ed61b-d435-4de0-b629-eca0a5f1aaea,Sydney,29 Apr 2019,research scientist,"CBD, Inner West & Eastern Suburbs",100000.0,data scientist,technology
304,ASIC,Information & Communication Technology,Business/Systems Analysts,"Salary from $118,513 to $137,829 (depending on experience) + 15.4% superannuation Flexible location - Sydney or Melbourne CBDLead a small team, contributing to the regulation of Australia's Wealth Management industry A future with ASIC means that your work will contribute to ASIC's vision for a fair, strong and efficient financial system for all Australians. We value what you will bring. We value those with sharp, analytical minds and are open to challenging          the way things are done.The teamWealth Management is a critical part of Australia's financial system and has significant impact on the well-being of Australians. The role of ASIC's Wealth Management Group is to regulate the conduct of investment managers, superannuation          funds and financial advisers. The Strategy, Analysis & Operations team provides specialist services to support the work of the Wealth Management Group. It provides strategic guidance on business planning and reporting, management of          group performance, budget planning and oversight, data analysis and research, project management and administrative support.The roleAs a Team Leader, you will make a valuable contribution to the work of Wealth Management Group by:managing a team of data analysts and researchers to identify and assess evolving trends, emerging risks and systemic misconduct in financial services and wealth management industryproviding expert support and guidance to Wealth Management teams by conducting operational and strategic data analysisdesigning and advising on processes to collect, organise, clean and explore datascoping, identifying and establishing data analysis methodologies to address research questionsanalysing structured and unstructured data using statistical or machine learning approachescommunicating analytical findings, including through reports, briefings, presentations and data visualisationAbout youTo be successful in this role, you will demonstrate the following skills and experience:substantial experience working in an analytics role, ideally within a corporate, consulting, government or academic environmentexperience leading small teams, and achieving results through peopledeep technical knowledge of sophisticated statistical and algorithmic methodsability to interpret data for decision making and problem solvingstrong business acumenapplying statistic or machine learning approachesexperience in programming languages - R or Python preferredproject and client management skillsBachelor's degree in a quantitative discipline such as Actuarial, Statistics, Mathematics, Computer Science, Engineering or Economicsexperience in regulation or financial services will be highly regardedAbout ASICASIC is Australia's integrated corporate, markets, financial services and consumer credit regulator.ASIC has a broad mandate. We are a regulator; a policy advisory body; a consumer protection agency; a licensing body; a financial educator and consumer advocate; and a company and professional registry. And we are a law enforcement agency.This work is directed to one principal aim: to realise ASIC's vision for a fair, strong and efficient financial system for all Australians.Underpinning ASIC's vision is the recognition that every cent in the financial system is other people's money.A future with ASIC means that your work will contribute to achieving ASIC's vision.To work with us, you must be an Australian citizen, and be prepared to complete an ASIC Suitability and Baseline Assessment which is issued by ASIC's Personnel Security Team.Please view the position description for more information or click ‘apply' to start your application.",Team Leader - Data Analytics & Research,Full Time,https://www.seek.com.au/job/38988764?type=standout&searchrequesttoken=d98ed61b-d435-4de0-b629-eca0a5f1aaea,Sydney,10 May 2019,research scientist,"CBD, Inner West & Eastern Suburbs",118513.0,seinor data analyst,technology
305,Correlate Resources,Consulting & Strategy,Analysts,"Our client is an industry pioneering Customer Analytics consultancy, currently disrupting the Australian market by delivering innovative, high profile, strategic projects that transform the way organisations engage, generate value and optimise experience        for their large consumer customer base. With a number of exciting new high profile projects ready to get underway we are looking to recruit at least two experienced Customer Data Scientists to join the team into either contract or permanent positions.         As an experienced Customer Data Scientist the responsibilities of these roles will involve but not be limited to:Work within a team of industry pioneers on Blue Chip clients to map out complex customer strategies to be optimised through Data Science and Machine Learning techniques.Engaging with key business stakeholders and consult around analytical project requirements, discuss methodologies and negotiate deliverables.Leverage strong programming skills in Python, R, SQL or SAS to manage and manipulate and supliment large volumes of customer data in preparation for modelling and analysis assignments. Deliver a range of bespoke Data Science, Machine Learning, Statistical Modelling led projects leveraging techniques that may include; Linear/Logistic Regression, Confidence Interval, Test of Hypotheses, Clustering - Unsupervised & Supervised            Learning, Time Series, Decision Trees , Monte-Carlo Simulation, Bayesian Statistics, Principal Component Analysis, Neural Networks, Gradient Boosting, Nearest Neighbors, (Geo-) Spatial Modeling, Recommendation Engines, Attribution Modeling,            Segmentation, Predictive Modeling, Scoring Engine, Survival Analysis, Lift Modeling, Yield Optimization, Cross-Validation, Model Fitting, Experimental Design, etc. The successful applicant will come from a strong background working in a data driven analytics and insights environment and will be able to demonstrate:Strong skills and experience using R, Python, SQL or SAS to extract, manipulate and merge large customer behaviour or transactional data sets from a variety of source systems (SQL Teradata, Oracle SQL, SQL Server, AWS, SAS Base or R).At least 3yrs commercial experience extracting 'Customer Insights' from large and complex datasets relating to; customer strategy (acquisition, retention & growth), statistical modelling, marketing campaigns or credit risk analysis, etc.Educated to a minimum of degree level in an analytical discipline such as - Mathematics, Statistics, Econometrics, Actuarial Studies, Data Science, Computer Science etc.A genuine passion to build a career in Data Analytics / Data Science, implementing analytical techniques and concepts such as; Linear/Logistic Regression, Confidence Interval, Test of Hypotheses, Clustering - Unsupervised & Supervised Learning,            Time Series, Decision Trees, Monte-Carlo Simulation, Bayesian Statistics, Principal Component Analysis, Neural Networks, Gradient Boosting, Nearest Neighbors, (Geo-) Spatial Modeling, Recommendation Engines, Attribution Modeling, Segmentation,            Predictive Modeling, Scoring Engine, Survival Analysis, Lift Modeling, Yield Optimization, Cross-Validation, Model Fitting, Experimental Design, etc To apply for this position please click on the below or send your resume and cover note to Ben@correlateresources.com ",Customer Data Scientists / Consultants x2 (Contract),Contract/Temp,https://www.seek.com.au/job/38963431?type=standout&searchrequesttoken=d98ed61b-d435-4de0-b629-eca0a5f1aaea,Sydney,7 May 2019,research scientist,"CBD, Inner West & Eastern Suburbs",130000.0,data scientist,other
306,Evolution Recruitment Solutions Pty Ltd,Information & Communication Technology,Web Development & Production,"Full-Stack Engineer   Emerging Technology including Artificial Intelligence AND Machine Learning Greenfield Serverless Project Long-term Contract with lucrative daily rates  About the company One of Australia’s most famous brands that is making its mark in the Tech and Data Sector. About the role Full-Stack developer required to help deliver on a high profile, business critical, greenfield projects. The Engineering team helps the business deliver new products and services to its customer base within a cross-functional Agile environment, sharing workload and gaining expertise across the entire platform. This team is passionate about technology and solving problems within a continuously diversifying tech stack. Skills/Experience  5 + years commercial experience inCore Java Front End tech including Angular or React Expertise working withMicroservices Experience working in anAGILEenvironment Docker / Kubernetes Preferred AWScertification/experience Proven track record of working collaboratively being an active member of the team  What we can offer you   Work for an iconic Australian brand using innovative technology Be part of multiple greenfield projects from E2E Great office environment - v. collaborative, social and flexible Work with like-minded individuals passionate about tech  How to apply If interested in this position, don't hesitate to click apply or contactOllie Chapmanon02 8223 2808ORollie.chapman@evolutionjobs.com.au  If this role is not fully suited to you, I specialise in the Software Engineering market and have many opportunities that we could discuss so please don't hesitate to get in touch.",Full Stack Engineer,Contract/Temp,https://www.seek.com.au/job/38984884?type=standout&searchrequesttoken=d98ed61b-d435-4de0-b629-eca0a5f1aaea,Sydney,9 May 2019,research scientist,"CBD, Inner West & Eastern Suburbs",130000.0,data analyst,technology
307,Deloitte Australia,Accounting,Other,"Assurance & Advisory - Quantitative Financial Solutions - Senior & Experienced AnalystsAgile working environmentRewards platformWorld-class learning and leadership programsThis is an excellent opportunity to join a team of intellectually curious and collaborative quantitative professionals. What will your typical day look like? In this role, we will leverage your knowledge and technical          skills to understand client needs, design and develop ad hoc tools to provide better solutions to the client. Not only will you be involved in the design and development of complex and user-friendly models and tools, you will also manage stakeholders          expectations and communicate with and report to internal and external stakeholders. About the teamSitting under Deloitte’s Treasury Capital Markets (TCM) team, the Quantitative Finance Solutions team helps businesses          and financial institutions navigate complex financial risks. No two days are the same in our team as you might work on challenges related to financial instruments or risk management on one day and design ad hoc tools for clients on another. Enough about us, let’s talk about you.Your strong technical skills with solution design and development coupled with your investigative techniques, analytical and problem-solving mindset and holistic view will set you          up for success in this role. You are someone with:Bachelor or higher degree in Computer Science, Statistics, Mathematics, Engineering/IT or a related fieldStrong quantitative programming skills, including the capability to design and develop sophisticated tools for, such as, data extraction and visualisation, machine learning / optimisation, predicative modelling.Sound knowledge and experience of two or three programming languages include but not limited to C#, R, Python, MATLAB, SAS, SQL, JavaScript, PHP and VBA.Knowledge and experience of one business intelligence software include but not limited to Power BI, Tableau and QlikView.Demonstrate knowledge of financial markets and financial instrumentsWhy Deloitte?At Deloitte, we create positively differentiated work experiences that enable our people to feel valued and achieve their full potential. We value difference, and embrace people with diverse backgrounds and thinking          styles. Knowing that people work best in a variety of ways, we are happy to discuss alternative arrangements if the working pattern you are looking for is not specifically indicated. Next StepsSound like the sort          of role for you? Apply now. By applying to this job you will be assessed against the Deloitte Global Talent Standards. We've designed these standards to provide our clients and candidates with a consistent & exceptional Deloitte          experience globally.",Quantitative Finance Solutions - Experienced & Senior Analysts,Full Time,https://www.seek.com.au/job/39014773?type=standard&searchrequesttoken=d98ed61b-d435-4de0-b629-eca0a5f1aaea,Sydney,14 May 2019,research scientist,,195000.0,seinor data analyst,finance
308,Allianz,Marketing & Communications,Market Research & Analysis,"About Us: When you work at Allianz, you're part of a successful global insurer, helping to protect over 3 million Australians.You'll have opportunities to grow and drive your career your way, the opportunity to work with people from diverse and exciting backgrounds and your fresh thinking and ideas will be encouraged and welcomed.You'll get the support you need to develop your learning, educational opportunities and your career.Our Market Management division acts as the voice of Allianz customers, strengthening our brand management and customer centricity throughout the organisation. An exciting opportunity has become available for a Marketing Modelling Specialist          to be appointed at our Market Street office.About the Role:The Modelling Specialist is responsible for simulating & forecasting customer & business outcomes using statistical, machine learning and programming techniques, delivering effective business decisions and improved customer outcomes.The position holder works closely with the business to understand key business drivers and challenges. They work closely with peers in Market Management and with IT to support the operational management of key data sources.The successful applicant will manage and deliver the following:Use software such as SQL, SAS, Python etc. to access, transform, integrate and analyse customer data from across the enterpriseUse advanced statistical techniques (machine learning algorithms, predictive models, clustering techniques, etc.) to answer complex business questionsTranslates analysis into a digestible format for business stakeholders that clearly articulate the key correlations and relationships identified within the data and the business value associated with using these insightsEngage with the business to understand key trends and challenges, and develop suitable models which to inform decision-making and investmentContinually optimize and refine models, incorporating an understanding of the consumer environment and business priorities to ensure the models reflect the current competitive and operating realityIdentify and source internal and external data sets to build predictive models that generate insight and create business valueContribute to the ongoing communication of progress for projects and key findings within the organisationUnderstand how customers use and experience Allianz Australia's products and business processes and how this translates into data via business systemsUnderstand the different product constructs, how these generate revenue, costs and profit and how this is represented in the systems, data and business processesAbout You:The successful applicant will possess the following experience within a similar Marketing Modelling role.Essential Experience:2 - 10 years' experience in a similar or related roleDemonstrated experience in scoping business problems with executives and non-technical business stakeholders and communicating results and insightsSignificant experience working with large & complex data sets with software such as PythonExperience in applying advanced analytical techniques to business problemsDesirable Experience:Experience in the insurance industryExperience working with big dataWhat's on Offer:This role will present an exciting opportunity to join a global iconic insurance organisation, which is transforming through an exciting time of change and growth.A competitive remuneration package including an excellent employee benefits and discounts program awaits the successful applicant, as does a supportive culture and leadership team.A supported learning, development and career planning pathway also await you.",Modelling Specialist,Full Time,https://www.seek.com.au/job/38966919?type=standout&searchrequesttoken=d98ed61b-d435-4de0-b629-eca0a5f1aaea,Sydney,7 May 2019,research scientist,,103466.5,data scientist,other
309,Correlate Resources,Science & Technology,Modelling & Simulation,"Our client is an Australian market leader in the retail loyalty space. They boast some of the industry's largest and most complex data assets. Employing the industry's brightest analytical minds they offer a hot bed for innovation and offer unparalleled        opportunities for career development and growth.Due to the ongoing success of the team a brand new position has been created for a Junior Data Scientist to join the Sydney based team. With the key focus on supporting the development of a        cutting edge customer decision engines the responsibilities of this role will include:Working under the supervision of a Lead Data Scientist to understand project requirements and best practice methodologies to be applied.Managing, manipulating and automating production of complex data sets in a true big data environment leveraging skills in Hadoop, Spark, Scala, R, Python and SQL.Deliver and automate a range of bespoke Data Science, Machine Learning, Statistical Modelling led projects leveraging techniques that may include; Gradient Boosting / XGBoost, Neural Networks, Recommendation /Decision / Scoring Engines,            Predictive Modelling, Linear/Logistic Regression, Attribution Modelling, Customer Segmentation, Unsupervised & Supervised Learning, Bayesian Statistics, Principal Component Analysis, etc.  The successful applicant will come from a strong background working in a senior position of a high profile Customer Loyalty driven Data Science environment and will be able to demonstrate:A strong academic background (Masters) in a highly relevant discipline Computer Science, Data Science, Statistics, Engineering etc.Commercial exposure to working in Data Science building a range of complex models relating to customer marketing strategy (Acquisition, retention, growth, cross sell, churn), customer segmentation, next best action decision engines and campaign            analytics. Strong stakeholder engagement and relationship management skills.Strong technical ability to manage, manipulate and automate production of complex data sets in a true big data environment, leveraging skills in Hadoop, Spark, Scala, R, Python and SQL.A strong appreciation of a range of Data Science, Machine Learning, Statistical Modelling techniques that may include; Gradient Boosting / XGBoost, Neural Networks, Recommendation /Decision / Scoring Engines, Predictive Modelling,            Linear/Logistic Regression, Attribution Modelling, Customer Segmentation, Unsupervised & Supervised Learning, Bayesian Statistics, Principal Component Analysis, etc. To apply for this position please click on the 'Apply' button below or you're resume and cover note to ben@correlateresources.com ",Junior Data Scientist (Retail Loyalty Marketing),Contract/Temp,https://www.seek.com.au/job/38933283?type=standout&searchrequesttoken=d98ed61b-d435-4de0-b629-eca0a5f1aaea,Sydney,2 May 2019,research scientist,"CBD, Inner West & Eastern Suburbs",156000.0,data scientist,technology
310,Peoplebank Australia NSW,Information & Communication Technology,Business/Systems Analysts," Our client is assembling a team to build a technology platform that enables rapid generation, simulation, and analysis of development projects. We are looking for highly-motivated Data Scientist with experience in econometrics and supervised machine          learning, and have an extensive track record of creating and implementing innovative solutions to complex problems.If you have experience with financial and economic analysis using data and have developed and deployed solutions using Python, R, Matlab, Stata, and SQL, we'd love to hear from you. To be successful in the role, you will have significant experience in applying econometrics and machine learning to various technical & functional areas. Key Accountablities:Lead the software system architecture and design to appropriately incorporate statistical analysis into the platform. Effectively communicate solutions to software engineers, customer facing and operational teamActively and collaboratively plan, architect, design, develop, test, deploy and maintain key software solutions and enhancements related to data science capabilities.Provide recommendations into the design of the product and platform focused on data science flow and be responsible for seeing those decisions implemented successfully.Implement an elegant data architecture focusing on the data science aspects of the platform Knowledge, Skills & Experience:Hands-on experience with common econometric and machine learning toolkitsDevelopment experience with Python/R/Matlab etc machine learning applications/frameworks3+ years in developing and deploying algorithms into softwareWillingness to work in a software development environment delivering high-quality implementations (code & test)Excellent analytical, development, and debugging skillsHands-on experience with technologies and tools such as:Visual StudioPostgresql, PostGIS, NoSqlGit, BitBucket PipelineAWS services. Athena, Glue, Lambda, RedShiftR, Python, TensorFlow, Statsmodels, EconometricsMachine LearningData Wrangling Does this sound like you? Please submit your resume by hitting the apply now button.  ",Data Scientist,Contract/Temp,https://www.seek.com.au/job/38839410?type=standout&searchrequesttoken=d98ed61b-d435-4de0-b629-eca0a5f1aaea,Sydney,17 Apr 2019,research scientist,"CBD, Inner West & Eastern Suburbs",260000.0,data scientist,technology
